prs,signature,effect,sem,z_score,p_value,category,p_value_fdr,significant_fdr,abs_z_score
AAM,Sig 0,-0.042214639484882355,0.010736310854554176,-3.931950188176189,8.425952731716535e-05,Other,0.0002198074625665183,True,3.931950188176189
AAM,Sig 1,-0.05285671353340149,0.009846445173025131,-5.368101137475006,7.956993219870867e-08,Other,2.781085008886905e-07,True,5.368101137475006
AAM,Sig 2,-0.04892554506659508,0.01075778342783451,-4.547920619038113,5.417856217437844e-06,Other,1.6119241638658047e-05,True,4.547920619038113
AAM,Sig 3,-0.045994650572538376,0.010246231220662594,-4.488933499742361,7.158063659140623e-06,Other,2.0865610666320846e-05,True,4.488933499742361
AAM,Sig 4,-0.017780477181077003,0.05895703285932541,-0.30158365030855877,0.7629694731684058,Other,0.805480968740839,False,0.30158365030855877
AAM,Sig 5,-0.052204690873622894,0.010916145518422127,-4.782337390567217,1.7326853845034407e-06,Other,5.569345878761059e-06,True,4.782337390567217
AAM,Sig 6,0.01896725222468376,0.027482012286782265,0.6901697017945896,0.490087474364044,Other,0.5663932287995371,False,0.6901697017945896
AAM,Sig 7,-0.05098820477724075,0.0100789163261652,-5.058897517074697,4.216874092133338e-07,Other,1.386369564536988e-06,True,5.058897517074697
AAM,Sig 8,0.018216146156191826,0.010811788029968739,1.684841221979127,0.09201920937781383,Other,0.13411706629964767,False,1.684841221979127
AAM,Sig 9,-0.05974408984184265,0.013252928853034973,-4.50799144131533,6.544421540022327e-06,Other,1.9232585750269694e-05,True,4.50799144131533
AAM,Sig 10,-0.05821938440203667,0.010875226929783821,-5.353394901819668,8.631918002599548e-08,Other,3.002406261773756e-07,True,5.353394901819668
AAM,Sig 11,-0.08486498147249222,0.028482908383011818,-2.9795054750486294,0.0028871407028088214,Other,0.006025337118905366,True,2.9795054750486294
AAM,Sig 12,-0.008445976302027702,0.049023568630218506,-0.17228399600476121,0.8632142655670163,Other,0.8929802747244996,False,0.17228399600476121
AAM,Sig 13,-0.04819637909531593,0.012340878136456013,-3.9054254131997053,9.405976744947253e-05,Other,0.0002436080308043893,True,3.9054254131997053
AAM,Sig 14,-0.06387574225664139,0.010511291213333607,-6.076869240918262,1.2255161330188002e-09,Other,4.571873656857701e-09,True,6.076869240918262
AAM,Sig 15,-0.06437696516513824,0.013385390862822533,-4.809494606836105,1.513123782936887e-06,Other,4.885422079437483e-06,True,4.809494606836105
AAM,Sig 16,-0.04670915752649307,0.010223960503935814,-4.568597219102316,4.909993116974931e-06,Other,1.4668859104655397e-05,True,4.568597219102316
AAM,Sig 17,-0.04205691069364548,0.00969022512435913,-4.340137628786714,1.4239350448308485e-05,Other,4.036351308181933e-05,True,4.340137628786714
AAM,Sig 18,-0.04224862903356552,0.010582144372165203,-3.9924449665130646,6.539551312800818e-05,Other,0.00017374453672385935,True,3.9924449665130646
AAM,Sig 19,-0.04527820274233818,0.010359548032283783,-4.370673566186122,1.2386385091378571e-05,Other,3.524979156439752e-05,True,4.370673566186122
AAM,Sig 20,0.0,0.0,,,Other,,False,
AMD,Sig 0,0.0292783435434103,0.010789626277983189,2.7135641948187152,0.006656367003106567,Other,0.0130588126491464,True,2.7135641948187152
AMD,Sig 1,0.022819269448518753,0.01167258806526661,1.9549451519171337,0.05058954441832575,Other,0.08278289086635122,False,1.9549451519171337
AMD,Sig 2,0.025163838639855385,0.010884849354624748,2.3118224074606775,0.020787472063112045,Other,0.03695550588997697,True,2.3118224074606775
AMD,Sig 3,0.02825186774134636,0.010539676062762737,2.68052524319621,0.007350672013469062,Other,0.01418896474449792,True,2.68052524319621
AMD,Sig 4,-0.045165956020355225,0.051914967596530914,-0.8699987327618659,0.38430109673929946,Other,0.45735006554098445,False,0.8699987327618659
AMD,Sig 5,0.023781029507517815,0.011678406968712807,2.0363247805311717,0.041717753073020614,Other,0.07034375225427364,False,2.0363247805311717
AMD,Sig 6,0.035604335367679596,0.0206077191978693,1.7277183867761963,0.08403872544846891,Other,0.12527511868094746,False,1.7277183867761963
AMD,Sig 7,0.02716119959950447,0.01072816364467144,2.5317659665822805,0.01134897112231692,Other,0.021059946412546864,True,2.5317659665822805
AMD,Sig 8,0.024228569120168686,0.012345057912170887,1.9626128360468804,0.049691178081019194,Other,0.08170840578472138,False,1.9626128360468804
AMD,Sig 9,0.03532082960009575,0.013073467649519444,2.701718514704404,0.006898213531247199,Other,0.013423550655399956,True,2.701718514704404
AMD,Sig 10,0.07287871837615967,0.012507596053183079,5.82675664182588,5.651493051317402e-09,Other,2.055088382297237e-08,True,5.82675664182588
AMD,Sig 11,0.011470572091639042,0.03823678940534592,0.29998784599931216,0.764186426414539,Other,0.8055845197927791,False,0.29998784599931216
AMD,Sig 12,-0.011659343726933002,0.04820490628480911,-0.2418704780390213,0.808880526144585,Other,0.8465028761978215,False,0.2418704780390213
AMD,Sig 13,0.016773561015725136,0.012737486511468887,1.3168658510941031,0.18788359489139772,Other,0.24640471461166916,False,1.3168658510941031
AMD,Sig 14,0.03501785546541214,0.012846270576119423,2.7259160748574445,0.00641233004721764,Other,0.012614419765018309,True,2.7259160748574445
AMD,Sig 15,0.04101443290710449,0.01355565432459116,3.0256328411016407,0.002481133873666108,Other,0.005300938839880112,True,3.0256328411016407
AMD,Sig 16,0.02772221341729164,0.011018291115760803,2.516017513608547,0.01186892847651344,Other,0.0219681966660403,True,2.516017513608547
AMD,Sig 17,0.02563926950097084,0.010078301653265953,2.5440069550470574,0.010958890250155173,Other,0.02044145331635162,True,2.5440069550470574
AMD,Sig 18,0.03210163861513138,0.011616971343755722,2.763339743657579,0.005721317982471552,Other,0.011316892712581093,True,2.763339743657579
AMD,Sig 19,0.03391852229833603,0.011224796064198017,3.021749535968912,0.0025131840110603765,Other,0.005353528070897844,True,3.021749535968912
AMD,Sig 20,0.0,0.0,,,Other,,False,
AD,Sig 0,-0.027390968054533005,0.01615244336426258,-1.6957786160783423,0.08992781363584834,Neurological,0.13240905075216933,False,1.6957786160783423
AD,Sig 1,-0.01804058998823166,0.014413656666874886,-1.2516317271308468,0.21070408813524355,Neurological,0.270433906850591,False,1.2516317271308468
AD,Sig 2,-0.025353167206048965,0.014161703176796436,-1.7902625757323765,0.07341170958435561,Neurological,0.1129410916682394,False,1.7902625757323765
AD,Sig 3,-0.01893088035285473,0.014496613293886185,-1.3058829651501194,0.19159236043386807,Neurological,0.25080035710899523,False,1.3058829651501194
AD,Sig 4,-0.09646905958652496,0.04605919122695923,-2.094458391836893,0.03621916584559526,Neurological,0.06164964399250256,False,2.094458391836893
AD,Sig 5,-0.015825117006897926,0.014584274962544441,-1.0850808180413654,0.2778858622612339,Neurological,0.3461553993565543,False,1.0850808180413654
AD,Sig 6,0.03889860957860947,0.023936022073030472,1.6251075245471907,0.10413964987387403,Neurological,0.1499610958183786,False,1.6251075245471907
AD,Sig 7,-0.02228282019495964,0.014270110055804253,-1.5615030373151384,0.11840510776412594,Neurological,0.16553723803916637,False,1.5615030373151384
AD,Sig 8,-0.015170836821198463,0.015260303393006325,-0.9941373005828401,0.3201560279013549,Neurological,0.3893789528529992,False,0.9941373005828401
